"370","CDT","-273686400","-18000","1"
"370","EST","-266432400","-18000","0"
"370","EDT","-52938000","-14400","1"
"388","EST","89186400","-18000","0"
"360","GMT","-1830383032","0","0"
"360","UTC","-1830383032","0","0"
